#@string,string,string,string,ra,dec,string,string,string,string,string,string,string
idx,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,rootname,filename,s_region
536,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,20,2006-01-15,j96103xgq,multiband/13901_NGC419/j96103xgq_flt.fits,'POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136'
537,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,j96103xhq,multiband/13901_NGC419/j96103xhq_flt.fits,'POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136'
538,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,j96103xjq,multiband/13901_NGC419/j96103xjq_flt.fits,'POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136'
539,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,j96103xlq,multiband/13901_NGC419/j96103xlq_flt.fits,'POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136'
540,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,j96103xnq,multiband/13901_NGC419/j96103xnq_flt.fits,'POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136'
541,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-07-08,j96123bxq,multiband/13901_NGC419/j96123bxq_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
542,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-07-08,j96123bzq,multiband/13901_NGC419/j96123bzq_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
543,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,j96123c0q,multiband/13901_NGC419/j96123c0q_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
544,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,j96123c2q,multiband/13901_NGC419/j96123c2q_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
545,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,j96123c4q,multiband/13901_NGC419/j96123c4q_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
546,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,j96123c6q,multiband/13901_NGC419/j96123c6q_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
547,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,20,2006-07-08,j96123c9q,multiband/13901_NGC419/j96123c9q_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
548,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,20,2006-07-08,j96123cbq,multiband/13901_NGC419/j96123cbq_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
549,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,j96123ccq,multiband/13901_NGC419/j96123ccq_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
550,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,j96123ceq,multiband/13901_NGC419/j96123ceq_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
551,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,j96123cgq,multiband/13901_NGC419/j96123cgq_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
552,ACS,WFC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,j96123ciq,multiband/13901_NGC419/j96123ciq_flt.fits,'POLYGON 17.19020691 -72.84667079 17.00234126 -72.85608053 17.01410541 -72.91149996 17.20789276 -72.90328659 17.19020691 -72.84667079 17.19020691 -72.84667079'
553,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2S,Gallagher,35,2005-04-25,j961a2feq,multiband/13901_NGC419/j961a2feq_flt.fits,
554,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2S,Gallagher,35,2005-04-25,j961a2ffq,multiband/13901_NGC419/j961a2ffq_flt.fits,
555,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2S,Gallagher,300,2005-04-25,j961a2fgq,multiband/13901_NGC419/j961a2fgq_flt.fits
556,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2S,Gallagher,300,2005-04-25,j961a2fhq,multiband/13901_NGC419/j961a2fhq_flt.fits
557,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2S,Gallagher,300,2005-04-25,j961a2fiq,multiband/13901_NGC419/j961a2fiq_flt.fits
558,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,F555W,CLEAR2S,Gallagher,300,2005-04-25,j961a2fjq,multiband/13901_NGC419/j961a2fjq_flt.fits
559,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1S,F814W,Gallagher,20,2005-04-25,j961a2fkq,multiband/13901_NGC419/j961a2fkq_flt.fits,
560,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1S,F814W,Gallagher,20,2005-04-25,j961a2flq,multiband/13901_NGC419/j961a2flq_flt.fits,
561,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1S,F814W,Gallagher,259,2005-04-25,j961a2fmq,multiband/13901_NGC419/j961a2fmq_flt.fits
562,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1S,F814W,Gallagher,259,2005-04-25,j961a2fnq,multiband/13901_NGC419/j961a2fnq_flt.fits
563,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1S,F814W,Gallagher,259,2005-04-25,j961a2foq,multiband/13901_NGC419/j961a2foq_flt.fits
564,ACS,HRC,13901,NGC419,17.074167000000003,-72.884128,CLEAR1S,F814W,Gallagher,259,2005-04-25,j961a2fpq,multiband/13901_NGC419/j961a2fpq_flt.fits
565,ACS,WFC,10126,KRON29,12.971667,-72.95402800000001,CLEAR1L,F435W,Olszewski,440,2004-09-02,j90605qyq,ACS/10126_KRON29/j90605qyq_flt.fits,'POLYGON 13.08001683 -72.95116483 13.02378812 -72.92942709 12.86099139 -72.95776794 12.91606484 -72.98056261 13.08001683 -72.95116483 13.08001683 -72.95116483'
566,ACS,WFC,10126,KRON29,12.971667,-72.95402800000001,F555W,CLEAR2L,Olszewski,440,2004-09-02,j90605qzq,ACS/10126_KRON29/j90605qzq_flt.fits,'POLYGON 13.08001683 -72.95116483 13.02378812 -72.92942709 12.86099139 -72.95776794 12.91606484 -72.98056261 13.08001683 -72.95116483 13.08001683 -72.95116483'
567,ACS,WFC,10126,KRON29,12.971667,-72.95402800000001,F555W,CLEAR2L,Olszewski,120,2004-09-02,j90605r2q,ACS/10126_KRON29/j90605r2q_flt.fits,'POLYGON 13.08001683 -72.95116483 13.02378812 -72.92942709 12.86099139 -72.95776794 12.91606484 -72.98056261 13.08001683 -72.95116483 13.08001683 -72.95116483'
568,ACS,WFC,10126,KRON29,12.971667,-72.95402800000001,CLEAR1L,F814W,Olszewski,440,2004-09-02,j90605r3q,ACS/10126_KRON29/j90605r3q_flt.fits,'POLYGON 13.08001683 -72.95116483 13.02378812 -72.92942709 12.86099139 -72.95776794 12.91606484 -72.98056261 13.08001683 -72.95116483 13.08001683 -72.95116483'
569,ACS,WFC,10126,KRON29,12.971667,-72.95402800000001,CLEAR1L,F814W,Olszewski,120,2004-09-02,j90605r6q,ACS/10126_KRON29/j90605r6q_flt.fits,'POLYGON 13.08001683 -72.95116483 13.02378812 -72.92942709 12.86099139 -72.95776794 12.91606484 -72.98056261 13.08001683 -72.95116483 13.08001683 -72.95116483'
570,ACS,WFC,10126,NGC265-FIELD,12.01125,-73.349694,F555W,CLEAR2L,Olszewski,440,2004-11-13,j90602ayq,ACS/10126_NGC265-FIELD/j90602ayq_flt.fits,'POLYGON 12.11059233 -73.35508106 11.95827179 -73.32079027 11.90440797 -73.34405197 12.0605131 -73.3783006 12.11059233 -73.35508106 12.11059233 -73.35508106'
571,ACS,WFC,10126,NGC265-FIELD,12.01125,-73.349694,F555W,CLEAR2L,Olszewski,120,2004-11-13,j90602b1q,ACS/10126_NGC265-FIELD/j90602b1q_flt.fits,'POLYGON 12.11059233 -73.35508106 11.95827179 -73.32079027 11.90440797 -73.34405197 12.0605131 -73.3783006 12.11059233 -73.35508106 12.11059233 -73.35508106'
572,ACS,WFC,10126,NGC265-FIELD,12.01125,-73.349694,CLEAR1L,F814W,Olszewski,440,2004-11-13,j90602b2q,ACS/10126_NGC265-FIELD/j90602b2q_flt.fits,'POLYGON 12.11059233 -73.35508106 11.95827179 -73.32079027 11.90440797 -73.34405197 12.0605131 -73.3783006 12.11059233 -73.35508106 12.11059233 -73.35508106'
573,ACS,WFC,10126,NGC265-FIELD,12.01125,-73.349694,CLEAR1L,F814W,Olszewski,120,2004-11-13,j90602b5q,ACS/10126_NGC265-FIELD/j90602b5q_flt.fits,'POLYGON 12.11059233 -73.35508106 11.95827179 -73.32079027 11.90440797 -73.34405197 12.0605131 -73.3783006 12.11059233 -73.35508106 12.11059233 -73.35508106'
574,ACS,WFC,10126,NGC290,12.813333,-73.162194,CLEAR1L,F435W,Olszewski,440,2004-10-30,j90604ksq,ACS/10126_NGC290/j90604ksq_flt.fits,'POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866'
575,ACS,WFC,10126,NGC290,12.813333,-73.162194,F555W,CLEAR2L,Olszewski,440,2004-10-30,j90604ktq,ACS/10126_NGC290/j90604ktq_flt.fits,'POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866'
576,ACS,WFC,10126,NGC290,12.813333,-73.162194,F555W,CLEAR2L,Olszewski,120,2004-10-30,j90604kwq,ACS/10126_NGC290/j90604kwq_flt.fits,'POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866'
577,ACS,WFC,10126,NGC290,12.813333,-73.162194,CLEAR1L,F814W,Olszewski,440,2004-10-30,j90604kxq,ACS/10126_NGC290/j90604kxq_flt.fits,'POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866'
578,ACS,WFC,10126,NGC290,12.813333,-73.162194,CLEAR1L,F814W,Olszewski,120,2004-10-30,j90604l0q,ACS/10126_NGC290/j90604l0q_flt.fits,'POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866'
579,ACS,WFC,10248,NGC602-FIELD,22.317286,-73.708161,F555W,CLEAR2L,Nota,515,2004-07-18,j92f07rhq,ACS/10248_NGC602-FIELD/j92f07rhq_flt.fits,'POLYGON GSC1  22.43376489 -73.67906768  22.43028483 -73.73591411  22.22491617 -73.73787237  22.23416032 -73.68240547  22.43376489 -73.67906768'
580,ACS,WFC,10248,NGC602-FIELD,22.318207,-73.70841300000001,F555W,CLEAR2L,Nota,595,2004-07-18,j92f07s6q,ACS/10248_NGC602-FIELD/j92f07s6q_flt.fits,'POLYGON GSC1  22.43376489 -73.67906768  22.43028483 -73.73591411  22.22491617 -73.73787237  22.23416032 -73.68240547  22.43376489 -73.67906768'
581,ACS,WFC,10248,NGC602-FIELD,22.317307999999997,-73.708671,CLEAR1L,F814W,Nota,556,2004-07-18,j92f07soq,ACS/10248_NGC602-FIELD/j92f07soq_flt.fits,'POLYGON GSC1  22.43379061 -73.67957834  22.43031051 -73.73642477  22.22493557 -73.73838304  22.23417997 -73.68291614  22.43379061 -73.67957834'
582,ACS,WFC,10248,NGC602-FIELD,22.316387,-73.70841899999999,F555W,CLEAR2L,Nota,555,2004-07-18,j92f07t4q,ACS/10248_NGC602-FIELD/j92f07t4q_flt.fits,'POLYGON GSC1  22.43376489 -73.67906768  22.43028483 -73.73591411  22.22491617 -73.73787237  22.23416032 -73.68240547  22.43376489 -73.67906768'
583,ACS,WFC,10248,SMC-FIELD-E,12.848399,-72.245793,F555W,CLEAR2L,Nota,515,2004-09-11,j92f13glq,ACS/10248_SMC-FIELD-E/j92f13glq_flt.fits,'POLYGON J2000 12.72445920 -72.23403100 12.76540940 -72.25870410 12.93608140 -72.23789930 12.89494850 -72.21326160 12.72445920 -72.23403100 POLYGON J2000 12.80766940 -72.28548530 12.97961550 -72.26369450 12.93758420 -72.23811820 12.76582840 -72.25987250 12.'
584,ACS,WFC,10248,SMC-FIELD-E,12.847988,-72.24613199999999,F555W,CLEAR2L,Nota,595,2004-09-11,j92f13h3q,ACS/10248_SMC-FIELD-E/j92f13h3q_flt.fits,'POLYGON J2000 12.72445920 -72.23403100 12.76540940 -72.25870410 12.93608140 -72.23789930 12.89494850 -72.21326160 12.72445920 -72.23403100 POLYGON J2000 12.80766940 -72.28548530 12.97961550 -72.26369450 12.93758420 -72.23811820 12.76582840 -72.25987250 12.'
585,ACS,WFC,10248,SMC-FIELD-E,12.846878,-72.24600600000001,CLEAR1L,F814W,Nota,556,2004-09-11,j92f13hlq,ACS/10248_SMC-FIELD-E/j92f13hlq_flt.fits,'POLYGON J2000 12.72445920 -72.23403100 12.76540940 -72.25870410 12.93608140 -72.23789930 12.89494850 -72.21326160 12.72445920 -72.23403100 POLYGON J2000 12.80766940 -72.28548530 12.97961550 -72.26369450 12.93758420 -72.23811820 12.76582840 -72.25987250 12.'
586,ACS,WFC,10248,SMC-FIELD-E,12.847289,-72.24566800000001,F555W,CLEAR2L,Nota,555,2004-09-11,j92f13i1q,ACS/10248_SMC-FIELD-E/j92f13i1q_flt.fits,'POLYGON J2000 12.72445920 -72.23403100 12.76540940 -72.25870410 12.93608140 -72.23789930 12.89494850 -72.21326160 12.72445920 -72.23403100 POLYGON J2000 12.80766940 -72.28548530 12.97961550 -72.26369450 12.93758420 -72.23811820 12.76582840 -72.25987250 12.'
587,ACS,WFC,10248,SMC-FIELD-N,14.677939000000002,-72.329355,F555W,CLEAR2L,Nota,400,2004-07-17,j92f04gsq,ACS/10248_SMC-FIELD-N/j92f04gsq_flt.fits,'POLYGON J2000 14.79507730 -72.30316980 14.79420495 -72.30315615 14.79430910 -72.30289430 14.70032890 -72.30140110 14.70022984 -72.30164695 14.69942080 -72.30163390 14.69941435 -72.30164990 14.69928893 -72.30196114 14.69883658 -72.30195489 14.69895450 -72.3'
588,ACS,WFC,10248,SMC-FIELD-N,14.678706,-72.329631,F555W,CLEAR2L,Nota,400,2004-07-17,j92f04haq,ACS/10248_SMC-FIELD-N/j92f04haq_flt.fits,'POLYGON J2000 14.79507730 -72.30316980 14.79420495 -72.30315615 14.79430910 -72.30289430 14.70032890 -72.30140110 14.70022984 -72.30164695 14.69942080 -72.30163390 14.69941435 -72.30164990 14.69928893 -72.30196114 14.69883658 -72.30195489 14.69895450 -72.3'
589,ACS,WFC,10248,SMC-FIELD-N,14.677795999999999,-72.329863,CLEAR1L,F814W,Nota,400,2004-07-17,j92f04hsq,ACS/10248_SMC-FIELD-N/j92f04hsq_flt.fits,'POLYGON J2000 14.67387540 -72.35773140 14.69881850 -72.30220160 14.60795060 -72.30092600 14.58273240 -72.35644430 14.67387540 -72.35773140 POLYGON J2000 14.70019000 -72.30191140 14.67743870 -72.35819560 14.77170570 -72.35969910 14.79416860 -72.30340430 14.'
590,ACS,WFC,10248,SMC-FIELD-N,14.677029999999998,-72.329587,F555W,CLEAR2L,Nota,400,2004-07-17,j92f04i8q,ACS/10248_SMC-FIELD-N/j92f04i8q_flt.fits,'POLYGON J2000 14.79507730 -72.30316980 14.79420495 -72.30315615 14.79430910 -72.30289430 14.70032890 -72.30140110 14.70022984 -72.30164695 14.69942080 -72.30163390 14.69941435 -72.30164990 14.69928893 -72.30196114 14.69883658 -72.30195489 14.69895450 -72.3'
591,ACS,WFC,10248,SMC-FIELD-W-1,15.455801999999998,-72.877673,F555W,CLEAR2L,Nota,515,2004-09-12,j92f10nhq,ACS/10248_SMC-FIELD-W-1/j92f10nhq_flt.fits,'POLYGON J2000 15.32630600 -72.86703350 15.37117840 -72.89132700 15.54577960 -72.86899090 15.50072410 -72.84473600 15.32630600 -72.86703350 POLYGON J2000 15.37173000 -72.89249070 15.41763040 -72.91771500 15.59344850 -72.89438030 15.54735780 -72.86919580 15.'
592,ACS,WFC,10248,SMC-FIELD-W-1,15.45541,-72.878015,F555W,CLEAR2L,Nota,595,2004-09-12,j92f10nzq,ACS/10248_SMC-FIELD-W-1/j92f10nzq_flt.fits,'POLYGON J2000 15.32630600 -72.86703350 15.37117840 -72.89132700 15.54577960 -72.86899090 15.50072410 -72.84473600 15.32630600 -72.86703350 POLYGON J2000 15.37173000 -72.89249070 15.41763040 -72.91771500 15.59344850 -72.89438030 15.54735780 -72.86919580 15.'
593,ACS,WFC,10248,SMC-FIELD-W-1,15.454248000000002,-72.8779,CLEAR1L,F814W,Nota,556,2004-09-12,j92f10ooq,ACS/10248_SMC-FIELD-W-1/j92f10ooq_flt.fits,'POLYGON J2000 15.32630600 -72.86703350 15.37117840 -72.89132700 15.54577960 -72.86899090 15.50072410 -72.84473600 15.32630600 -72.86703350 POLYGON J2000 15.37173000 -72.89249070 15.41763040 -72.91771500 15.59344850 -72.89438030 15.54735780 -72.86919580 15.'
594,ACS,WFC,10248,SMC-FIELD-W-1,15.454639000000002,-72.877558,F555W,CLEAR2L,Nota,555,2004-09-12,j92f10p4q,ACS/10248_SMC-FIELD-W-1/j92f10p4q_flt.fits,'POLYGON J2000 15.32630600 -72.86703350 15.37117840 -72.89132700 15.54577960 -72.86899090 15.50072410 -72.84473600 15.32630600 -72.86703350 POLYGON J2000 15.37173000 -72.89249070 15.41763040 -72.91771500 15.59344850 -72.89438030 15.54735780 -72.86919580 15.'
595,ACS,WFC,10396,KRON3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,10,2006-01-17,j96107fxq,ACS/10396_KRON3/j96107fxq_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
596,ACS,WFC,10396,KRON3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,10,2006-01-17,j96107fzq,ACS/10396_KRON3/j96107fzq_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
597,ACS,WFC,10396,KRON3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,j96107g0q,ACS/10396_KRON3/j96107g0q_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
598,ACS,WFC,10396,KRON3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,j96107g2q,ACS/10396_KRON3/j96107g2q_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
599,ACS,WFC,10396,KRON3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,j96107g4q,ACS/10396_KRON3/j96107g4q_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
600,ACS,WFC,10396,KRON3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,j96107g6q,ACS/10396_KRON3/j96107g6q_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
601,ACS,WFC,10396,KRON3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,20,2006-01-17,j96107g9q,ACS/10396_KRON3/j96107g9q_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
602,ACS,WFC,10396,KRON3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,20,2006-01-17,j96107gbq,ACS/10396_KRON3/j96107gbq_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
603,ACS,WFC,10396,KRON3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,j96107gcq,ACS/10396_KRON3/j96107gcq_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
604,ACS,WFC,10396,KRON3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,j96107geq,ACS/10396_KRON3/j96107geq_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
605,ACS,WFC,10396,KRON3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,j96107ggq,ACS/10396_KRON3/j96107ggq_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
606,ACS,WFC,10396,KRON3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,j96107giq,ACS/10396_KRON3/j96107giq_flt.fits,'POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339'
607,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,CLEAR1L,F814W,Gallagher,10,2005-11-28,j96104cmq,ACS/10396_NGC339/j96104cmq_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
608,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,CLEAR1L,F814W,Gallagher,10,2005-11-28,j96104coq,ACS/10396_NGC339/j96104coq_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
609,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,CLEAR1L,F814W,Gallagher,474,2005-11-28,j96104cpq,ACS/10396_NGC339/j96104cpq_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
610,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,CLEAR1L,F814W,Gallagher,474,2005-11-28,j96104crq,ACS/10396_NGC339/j96104crq_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
611,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,CLEAR1L,F814W,Gallagher,474,2005-11-28,j96104ctq,ACS/10396_NGC339/j96104ctq_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
612,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,CLEAR1L,F814W,Gallagher,474,2005-11-28,j96104cvq,ACS/10396_NGC339/j96104cvq_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
613,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,F555W,CLEAR2L,Gallagher,20,2005-11-28,j96104cyq,ACS/10396_NGC339/j96104cyq_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
614,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,F555W,CLEAR2L,Gallagher,20,2005-11-28,j96104d0q,ACS/10396_NGC339/j96104d0q_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
615,ACS,WFC,10396,NGC339,14.442,-74.47138299999999,F555W,CLEAR2L,Gallagher,496,2005-11-28,j96104d1q,ACS/10396_NGC339/j96104d1q_flt.fits,'POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166'
